AnonID,year,nonspec_EM1a,nonspec_EM1b,nonspec_MNS1a,nonspec_MNS1b,nonspec_MSE1a,nonspec_MSE1b,spec_CAP,spec_ILA,spec_PPS
S2f89021f,2013/4,,,,,,,97,95,
S2fa6495a,2013/4,,,,,,,82,,
S2fd6f860,2014/5,,,,,,,69,51,44
S2fd8cf99,2013/4,,,,,,,70,55,70
S30091fdd,2015/6,,,,,,,95,86,84
S301dc533,2013/4,,,,,,,66,55,32
S309b98c1,2014/5,,,,,,,90,89,91
S30a299fd,2016/7,,,,,,,79,86,
S30ee2bf9,2014/5,,,,,,,58,70,
S310f6d44,2013/4,,,,,,,59,46,40
S3192763a,2013/4,,,,,,,40,,49
S320c6fb5,2016/7,,,,,,,87,77,
S320f6c03,2016/7,,,,,,,56,48,
S321628c8,2017/8,,,,,,,78,89,83
S32aac24d,2015/6,,,,,,,46,75,65
S32f71104,2014/5,,,,,,,69,41,43
S334ad45f,2017/8,,,,,,,54,73,50
S339a06fb,2016/7,,,,,,,70,55,48
S33faefd7,2013/4,,,,,,,69,74,
S34184831,2013/4,,,,,,,53,47,41
S341b47cb,2014/5,,,,,,,89,75,
S34ef10f5,2014/5,,,,,,,32,28,26
S34f4ff7f,2015/6,,,,,,,55,71,46
S3507eca3,2013/4,,,,,,,87,85,89
S350f1640,2014/5,,,,,,,60,60,47
S35187ae5,2016/7,,,,,,,51,53,45
S351ef57a,2016/7,,,,,,,76,73,76
S35254fb0,2014/5,,,,,,,52,,
S352f0ea5,2013/4,,,,,,,50,,
S35396fad,2017/8,,,,,,,74,71,49
S35955f59,2014/5,,,,,,,81,73,59
S359ae76a,2015/6,,,,,,,51,65,
S359f53f9,2013/4,,,,,,,60,50,40
S35a37486,2014/5,,,,,,,64,62,
S35c139cb,2016/7,,,,,,,79,83,70
S35c1e6be,2016/7,,,,,,,72,72,
S35f6765d,2014/5,,,,,,,64,55,50
S36864b67,2013/4,,,,,,,61,71,86
S368917e7,2013/4,,,,,,,72,69,68
S36cacd85,2017/8,,,,,,,64,81,
S36e63fab,2017/8,,,,,,,16,1,0
S36f0d3f4,2015/6,,,,,,,48,64,
S36f78ea3,2016/7,,,,,,,35,76,57
S370c5c4a,2013/4,,,,,,,40,43,57
S373090b6,2016/7,,,,,,,72,63,57
S37646bc4,2015/6,,,,,,,57,56,
S37ca96b5,2016/7,,,,,,,78,81,70
S37f9c62b,2013/4,,,,,,,73,77,53
S382e9e03,2017/8,,,,,,,79,82,55
S386d7087,2015/6,,,,,,,73,86,74
S38aade21,2017/8,,,,,,,71,66,
S3900dec9,2017/8,,,,,,,34,,18
S392f086c,2016/7,,,,,,,57,73,
S39353a1e,2015/6,,,,,,,60,87,
S393864c9,2017/8,,,,,,,97,88,99
S395c2b5c,2015/6,,,,,,,51,75,51
S395c66f9,2016/7,,,,,,,69,79,61
S396910ee,2014/5,,,,,,,77,46,70
S3996d41d,2017/8,,,,,,,74,69,43
S39bfdf05,2013/4,,,,,,,46,62,47
S39de7901,2017/8,,,,,,,50,53,26
S39f030c9,2015/6,,,,,,,53,56,
S3a099161,2014/5,,,,,,,88,59,
S3a38659e,2016/7,,,,,,,94,87,86
S3a70bee1,2014/5,,,,,,,90,63,84
S3a772c64,2016/7,,,,,,,36,,
S3a844ff9,2014/5,,,,,,,88,86,97
S3a8a4cf6,2017/8,,,,,,,78,94,62
S3b119cb0,2014/5,,,,,,,73,68,
S3b35098d,2017/8,,,,,,,79,81,67
S3b4a0094,2013/4,,,,,,,77,72,87
S3b97b801,2016/7,,,,,,,80,93,62
S3bb199ea,2015/6,,,,,,,65,70,68
S3c01c7b6,2013/4,,,,,,,85,87,87
S3c1ad308,2016/7,,,,,,,78,66,49
S3c2169c2,2013/4,,,,,,,40,57,26
S3c598b1d,2013/4,,,,,,,40,46,
S3c661509,2015/6,,,,,,,80,64,
S3c6a2f97,2015/6,,,,,,,90,68,77
S3c8723f5,2014/5,,,,,,,67,64,64
S3cc9cea4,2015/6,,,,,,,70,90,49
S3d1289ef,2014/5,,,,,,,71,60,
S3d49da09,2014/5,,,,,,,68,51,
S3d74ef4c,2017/8,,,,,,,96,92,
S3d758b05,2015/6,,,,,,,94,98,91
S3d9afc73,2014/5,,,,,,,59,46,
S3dc30bf4,2014/5,,,,,,,68,60,
S3def6b0a,2017/8,,,,,,,59,62,
S3e18222e,2016/7,,,,,,,76,80,
S3e2e6005,2014/5,,,,,,,91,88,98
S3e66c229,2016/7,,,,,,,61,65,
S3e73bc7c,2017/8,,,,,,,82,66,69
S3f0f581e,2015/6,,,,,,,51,73,54
S3f3699c0,2017/8,,,,,,,60,71,
S3f670674,2014/5,,,,,,,84,80,90
S3f94277c,2014/5,,,,,,,87,70,
S3fb430b9,2014/5,,,,,,,69,58,52
S3fd016d8,2014/5,,,,,,,69,68,
S400c11fa,2015/6,,,,,,,49,62,41
S4062df98,2016/7,,,,,,,88,85,69
S40a5f025,2015/6,,,,,,,82,94,
S40a8ffac,2014/5,,,,,,,48,55,
S40c3ecb9,2016/7,,,,,,,58,54,48
S4120f541,2017/8,,,,,,,88,86,75
S41227561,2015/6,,,,,,,59,,
S4142ea3e,2017/8,,,,,,,78,82,60
S4143dc55,2013/4,,,,,,,75,58,71
S4197780d,2017/8,,,,,,,61,48,50
S4208c965,2017/8,,,,,,,87,99,71
S423bad1d,2014/5,,,,,,,66,57,66
S423e2d68,2015/6,,,,,,,73,72,82
S42425de8,2014/5,,,,,,,66,65,
S4250183e,2013/4,,,,,,,50,48,
S432a58b2,2014/5,,,,,,,84,79,
S433625bd,2014/5,,,,,,,55,40,
S434d7129,2013/4,,,,,,,74,62,81
S438427b4,2016/7,,,,,,,80,78,75
S4395ad6a,2013/4,,,,,,,55,45,51
S4396cb74,2016/7,,,,,,,66,,
S43d782fd,2016/7,,,,,,,50,45,49
S43f69be9,2016/7,,,,,,,69,58,63
S43fdd741,2016/7,,,,,,,63,58,53
S441a6d32,2016/7,,,,,,,50,56,67
S441b7f08,2013/4,,,,,,,58,66,58
S4445d5d8,2017/8,,,,,,,80,88,70
S447a841e,2013/4,,,,,,,74,82,82
S448cd167,2014/5,,,,,,,48,55,
S449e3297,2013/4,,,,,,,68,64,52
S44ac32b6,2017/8,,,,,,,80,79,76
S44b23b8d,2017/8,,,,,,,62,72,60
S451a7ba7,2014/5,,,,,,,82,76,82
S453fd7d1,2014/5,,,,,,,62,65,46
S45403a6b,2014/5,,,,,,,84,75,56
S45540b16,2014/5,,,,,,,90,64,
S4594cc01,2013/4,,,,,,,61,54,
S45f2aab2,2015/6,,,,,,,50,79,
S46d56c30,2015/6,,,,,,,18,45,34
S4716c42b,2014/5,,,,,,,64,62,
S47175b46,2017/8,,,,,,,25,37,
S471da3e2,2017/8,,,,,,,80,80,69
S471dfef0,2013/4,,,,,,,47,45,
S47523931,2016/7,,,,,,,57,69,
S47626539,2014/5,,,,,,,53,48,
S47a92e74,2016/7,,,,,,,83,91,75
S47d783d6,2016/7,,,,,,,54,,
S47ee2bfc,2015/6,,,,,,,84,80,
S487910dd,2016/7,,,,,,,79,79,76
S488bb12f,2016/7,,,,,,,58,58,
S48a053f3,2016/7,,,,,,,62,64,63
S48d23feb,2014/5,,,,,,,67,58,48
S48e014ab,2013/4,,,,,,,63,70,46
S48ec9784,2014/5,,,,,,,52,52,
S491a7122,2016/7,,,,,,,65,77,51
S4939f781,2015/6,,,,,,,46,47,
S4964eb1a,2016/7,,,,,,,51,62,
S4968a8d7,2016/7,,,,,,,68,,
S4976fcee,2017/8,,,,,,,77,91,88
S49a35a2b,2014/5,,,,,,,84,83,88
S49bb417f,2013/4,,,,,,,64,62,
S49d2e6ac,2014/5,,,,,,,96,79,
S4a0f800b,2015/6,,,,,,,94,92,93
S4a0ff958,2015/6,,,,,,,63,71,61
S4a1e8792,2013/4,,,,,,,83,78,
S4a1ef1e1,2015/6,,,,,,,44,56,35
S4a2ee320,2015/6,,,,,,,42,91,
S4a66410c,2017/8,,,,,,,64,72,
S4a90f0d6,2014/5,,,,,,,78,54,66
S4ae992f3,2017/8,,,,,,,84,91,81
S4b23dd01,2017/8,,,,,,,85,94,75
S4b53b34e,2017/8,,,,,,,62,70,
S4b5b0408,2013/4,,,,,,,91,96,
S4b6e96ac,2016/7,,,,,,,48,65,48
S4b7ef56c,2017/8,,,,,,,49,68,
S4b87f3b5,2017/8,,,,,,,88,88,89
S4c236880,2013/4,,,,,,,85,70,82
S4c40a537,2013/4,,,,,,,78,78,88
S4c41018c,2014/5,,,,,,,73,68,70
S4c8af370,2016/7,,,,,,,65,77,60
S4cb39ba8,2013/4,,,,,,,72,71,
S4cfdcf58,2017/8,,,,,,,21,47,
S4d2d862e,2017/8,,,,,,,64,83,
S4d791b98,2014/5,,,,,,,94,86,81
S4d89934c,2013/4,,,,,,,55,82,41
S4d99f08c,2013/4,,,,,,,66,,
S4e4544e3,2013/4,,,,,,,63,70,83
S4e53a79c,2016/7,,,,,,,79,78,
S4e623a87,2013/4,,,,,,,49,51,
S4e6db652,2014/5,,,,,,,86,65,78
S4f53615c,2013/4,,,,,,,83,77,84
S4f688694,2017/8,,,,,,,71,67,61
S4f6f4623,2015/6,,,,,,,95,99,
S4fa7f9a0,2015/6,,,,,,,63,66,59
S4ffa3a4e,2017/8,,,,,,,84,97,87
S4ffee5b4,2015/6,,,,,,,68,93,67
S5019d1ed,2014/5,,,,,,,48,77,51
S5024001b,2016/7,,,,,,,48,67,
S50373e13,2013/4,,,,,,,34,,
S506994c3,2017/8,,,,,,,87,,
S50a61ff3,2013/4,,,,,,,77,62,70
S50bced73,2014/5,,,,,,,68,57,
S50c1b41f,2014/5,,,,,,,51,55,56
S50cf4304,2014/5,,,,,,,40,,
S50d305cd,2015/6,,,,,,,69,66,60
S50e1a3da,2014/5,,,,,,,44,46,
S50e2a300,2014/5,,,,,,,49,31,45
S50e83d60,2014/5,,,,,,,89,80,97
S5150b8ac,2016/7,,,,,,,77,70,
S518eb672,2014/5,,,,,,,69,59,63
S51a18b44,2014/5,,,,,,,29,,28
S51aa4abb,2015/6,,,,,,,94,87,79
S51b2aadb,2016/7,,,,,,,81,88,84
S51c3ed68,2013/4,,,,,,,41,41,
S51d0f721,2013/4,,,,,,,62,,
S51f888d7,2017/8,,,,,,,60,82,51
S521b6d6e,2017/8,,,,,,,49,50,
S523666e9,2016/7,,,,,,,12,,
S525a51f8,2015/6,,,,,,,60,76,57
S527fe219,2015/6,,,,,,,60,72,
S52b0e46e,2013/4,,,,,,,76,63,
S52d8d3e0,2015/6,,,,,,,15,40,
S52deceaf,2015/6,,,,,,,84,62,76
S52fc6dbc,2015/6,,,,,,,56,67,
S5320e570,2014/5,,,,,,,89,72,77
S53268e4c,2013/4,,,,,,,64,59,58
S5334f05c,2015/6,,,,,,,52,68,
S538116b3,2014/5,,,,,,,78,87,
S544c8c73,2016/7,,,,,,,63,,53
S544e38b5,2013/4,,,,,,,61,59,
S5463c726,2013/4,,,,,,,43,47,
S548d968c,2016/7,,,,,,,0,65,
S54981ccd,2014/5,,,,,,,21,,
S54aae7d8,2015/6,,,,,,,79,92,80
S54b2e31b,2013/4,,,,,,,63,49,
S54cd53b3,2017/8,,,,,,,65,,
S54cec1b9,2015/6,,,,,,,61,62,57
S54d72c64,2017/8,,,,,,,26,34,16
S55590f20,2013/4,,,,,,,46,52,39
S55643a75,2015/6,,,,,,,86,83,80
S559eb131,2016/7,,,,,,,70,74,54
S55b13a96,2016/7,,,,,,,50,52,
S55b7cc5a,2015/6,,,,,,,62,62,45
S55c6b03f,2015/6,,,,,,,73,87,80
S55deab7b,2017/8,,,,,,,67,,
S566c8344,2017/8,,,,,,,59,81,55
S5682c259,2016/7,,,,,,,40,,
S5691d730,2013/4,,,,,,,87,80,86
S5697a39b,2014/5,,,,,,,77,60,59
S56ddcc32,2016/7,,,,,,,80,85,75
S56fc3dc9,2015/6,,,,,,,63,60,
S570a95b6,2016/7,,,,,,,51,57,37
S573b7ede,2014/5,,,,,,,79,71,62
S5801c107,2017/8,,,,,,,73,62,72
S58326aad,2016/7,,,,,,,83,74,80
S5833c136,2016/7,,,,,,,67,68,
S58855e50,2017/8,,,,,,,34,57,10
S58916c41,2017/8,,,,,,,69,68,
S58a159bd,2017/8,,,,,,,71,81,
S58bbf90f,2013/4,,,,,,,68,69,
S59049835,2017/8,,,,,,,67,66,73
S593563ea,2013/4,,,,,,,65,68,
S59481ed7,2013/4,,,,,,,50,48,70
S594ab586,2017/8,,,,,,,75,75,54
S5964ae6c,2013/4,,,,,,,52,44,54
S5966a30b,2013/4,,,,,,,63,58,
S59b31579,2017/8,,,,,,,54,62,50
S59d57cea,2016/7,,,,,,,84,70,59
S59f9f797,2016/7,,,,,,,49,57,52
S5a343212,2016/7,,,,,,,97,95,97
S5a5d4584,2013/4,,,,,,,69,65,69
S5a62a2c3,2015/6,,,,,,,76,70,57
S5a632d09,2015/6,,,,,,,8,42,
S5aa35c8f,2014/5,,,,,,,44,41,
S5ac111c2,2016/7,,,,,,,74,64,
S5aede3ec,2016/7,,,,,,,79,71,75
S5b0a2ade,2016/7,,,,,,,92,93,75
S5b102c4a,2013/4,,,,,,,71,66,66
S5b11c554,2017/8,,,,,,,56,74,
S5b5faa72,2017/8,,,,,,,66,88,
S5b68e5e4,2016/7,,,,,,,64,,
S5b6ea5a9,2014/5,,,,,,,56,61,
S5bba4c54,2013/4,,,,,,,57,60,74
S5c2dee1b,2014/5,,,,,,,59,52,52
S5c3e1fd1,2016/7,,,,,,,50,53,
S5c5c4d0b,2014/5,,,,,,,81,69,69
S5c6a10b7,2016/7,,,,,,,53,55,
S5c7706d1,2013/4,,,,,,,49,48,
S5c7ba1bf,2017/8,,,,,,,76,86,
S5c871cd5,2017/8,,,,,,,61,,
S5cd78edc,2014/5,,,,,,,82,71,
S5d2ea556,2017/8,,,,,,,74,70,
S5d5395ce,2015/6,,,,,,,40,,
S5d6f853b,2015/6,,,,,,,55,61,
S5d8ded73,2015/6,,,,,,,72,78,
S5da52414,2016/7,,,,,,,43,43,44
S5db52110,2017/8,,,,,,,66,80,67
S5e10a568,2016/7,,,,,,,71,69,55
S5e371bee,2017/8,,,,,,,61,,
S5e59daac,2013/4,,,,,,,89,84,90
S5e83ef2b,2017/8,,,,,,,78,88,
S5ea9240b,2013/4,,,,,,,73,,
S5eab12ba,2017/8,,,,,,,85,92,
S5f012994,2016/7,,,,,,,69,88,81
S5f02e69c,2014/5,,,,,,,41,,43
S5f38373f,2014/5,,,,,,,66,63,79
S5f485650,2013/4,,,,,,,70,71,
S5f53243a,2013/4,,,,,,,70,73,65
S5f754864,2016/7,,,,,,,52,70,
S5faed668,2017/8,,,,,,,46,58,28
S5fb0eba5,2014/5,,,,,,,30,61,
S5fbb67ef,2014/5,,,,,,,83,64,89
S5fc4e3b1,2013/4,,,,,,,79,76,88
S5ff117d1,2016/7,,,,,,,19,,
S60810496,2013/4,,,,,,,76,78,
S60dcf38e,2013/4,,,,,,,43,47,
S60e6329a,2014/5,,,,,,,83,75,67
S60fb3b7b,2014/5,,,,,,,94,79,97
S6100b480,2015/6,,,,,,,88,86,71
S61545065,2016/7,,,,,,,77,68,
S616e8ef6,2014/5,,,,,,,57,57,
S61a1ca04,2016/7,,,,,,,91,88,81
S61bcdc62,2013/4,,,,,,,62,70,84
S61cbb268,2014/5,,,,,,,62,62,53
S61cc72cf,2013/4,,,,,,,88,87,81
S61cd8446,2017/8,,,,,,,36,,18
S61e4dd7c,2015/6,,,,,,,48,56,
S61fcd69f,2015/6,,,,,,,68,77,67
S6205a762,2013/4,,,,,,,66,43,41
S626ccf63,2016/7,,,,,,,47,47,44
S629d71dc,2016/7,,,,,,,56,72,57
S62a5ef8d,2014/5,,,,,,,42,48,
S62ac7137,2014/5,,,,,,,70,50,62
S62c1d94b,2016/7,,,,,,,78,66,
S62da0237,2014/5,,,,,,,97,86,
S62e3dc7e,2016/7,,,,,,,43,44,
S62e54c76,2015/6,,,,,,,75,,
S63143b29,2014/5,,,,,,,73,75,
S632a2ae7,2016/7,,,,,,,76,72,
S6338c907,2015/6,,,,,,,92,88,
S633a1b15,2014/5,,,,,,,86,75,
S633c948a,2017/8,,,,,,,43,70,
S63548745,2015/6,,,,,,,51,52,55
S63b9fd54,2013/4,,,,,,,61,65,61
S63df5435,2017/8,,,,,,,34,57,
S63e81ba3,2015/6,,,,,,,26,37,
S6426d38b,2014/5,,,,,,,84,63,75
S642f9244,2014/5,,,,,,,98,79,
S64333f0e,2017/8,,,,,,,67,60,49
S643b3ed9,2015/6,,,,,,,76,93,
S64f78ee5,2014/5,,,,,,,71,67,
S6507a635,2016/7,,,,,,,40,68,
S651a06c2,2014/5,,,,,,,89,92,
S6572d5ef,2016/7,,,,,,,91,93,73
S659f849f,2013/4,,,,,,,72,58,
S65b6e51f,2015/6,,,,,,,68,55,64
S66029196,2014/5,,,,,,,69,63,80
S66126086,2016/7,,,,,,,36,60,
S6612f256,2015/6,,,,,,,58,72,58
S663966e9,2017/8,,,,,,,59,75,51
S6639764e,2015/6,,,,,,,91,83,71
S664dfc3d,2016/7,,,,,,,57,72,61
S665aab5e,2016/7,,,,,,,55,67,
S6662351f,2015/6,,,,,,,45,46,
S66735b62,2013/4,,,,,,,72,80,62
S66c7afb7,2017/8,,,,,,,56,70,51
S66cbe34a,2015/6,,,,,,,28,,
S66ea36e0,2017/8,,,,,,,56,72,46
S66fde3e4,2013/4,,,,,,,64,64,
S6738cb40,2017/8,,,,,,,86,88,75
S6778b7ce,2016/7,,,,,,,66,59,54
S6837400b,2014/5,,,,,,,64,58,45
S689d551a,2016/7,,,,,,,84,64,50
S68d402c3,2016/7,,,,,,,71,51,
S68e67481,2015/6,,,,,,,78,,
S694268e1,2015/6,,,,,,,40,58,
S6950af40,2013/4,,,,,,,81,70,67
S696a5592,2015/6,,,,,,,80,76,72
S697d8fa6,2014/5,,,,,,,41,53,
S69880570,2014/5,,,,,,,61,40,
S69a7f784,2014/5,,,,,,,88,76,
S69c2f809,2015/6,,,,,,,86,71,
S69c565bc,2016/7,,,,,,,71,78,70
S69ccf436,2014/5,,,,,,,61,47,
S6a410098,2016/7,,,,,,,49,57,
S6af80cac,2015/6,,,,,,,83,100,92
S6b2784ba,2015/6,,,,,,,58,59,54
S6b2e6c73,2013/4,,,,,,,85,83,95
S6b314cb4,2017/8,,,,,,,54,64,43
S6b80dca7,2015/6,,,,,,,53,,
S6bf3cb61,2014/5,,,,,,,43,45,33
S6bfe95a6,2014/5,,,,,,,64,63,
S6c227e9c,2013/4,,,,,,,35,36,
S6c9bffff,2017/8,,,,,,,78,90,71
S6c9e70ba,2015/6,,,,,,,51,50,42
S6d0f7c19,2013/4,,,,,,,63,48,62
S6d37197c,2016/7,,,,,,,88,88,80
S6d9578b5,2015/6,,,,,,,71,76,70
S6dbfc5e6,2016/7,,,,,,,89,90,87
S6de14b77,2016/7,,,,,,,65,63,65
S6df4a7f2,2014/5,,,,,,,47,54,52
S6e1981a6,2017/8,,,,,,,77,79,
S6e4536a6,2014/5,,,,,,,78,83,87
S6e793598,2016/7,,,,,,,61,65,62
S6f06b7e4,2014/5,,,,,,,88,86,93
S6f3d021e,2013/4,,,,,,,72,89,70
S6f4a6324,2016/7,,,,,,,63,63,54
S6f7de370,2013/4,,,,,,,76,56,67
S6f8cb96c,2014/5,,,,,,,71,81,70
S70196c6a,2015/6,,,,,,,85,,66
S7065f779,2013/4,,,,,,,50,64,
S710899c5,2014/5,,,,,,,68,71,58
S713ecb49,2014/5,,,,,,,77,82,69
S7178655a,2017/8,,,,,,,53,74,59
S7183ae06,2017/8,,,,,,,70,62,59
S7192d0dc,2014/5,,,,,,,76,78,89
S71be2dd2,2013/4,,,,,,,90,75,
S71c676ac,2016/7,,,,,,,61,58,49
S71d72307,2013/4,,,,,,,63,68,69
S72082123,2015/6,,,,,,,78,78,76
S729e79d5,2013/4,,,,,,,44,54,
S72bc3e65,2017/8,,,,,,,82,95,
S730b1c0d,2014/5,,,,,,,92,93,94
S732fb2e6,2013/4,,,,,,,69,56,63
S735ea847,2013/4,,,,,,,43,53,
S7367df18,2014/5,,,,,,,48,61,
S73a51568,2014/5,,,,,,,23,20,7
S73a99647,2014/5,,,,,,,70,66,
S73abd685,2017/8,,,,,,,85,88,74
S73ac1902,2017/8,,,,,,,49,75,
S741f48b4,2013/4,,,,,,,43,48,
S745b5261,2015/6,,,,,,,90,99,
S74b368f7,2017/8,,,,,,,75,69,
S74c4942d,2013/4,,,,,,,81,64,91
S74c6304c,2014/5,,,,,,,38,61,42
S74dc0d0e,2015/6,,,,,,,76,81,71
S74efb603,2016/7,,,,,,,49,61,49
S74f746d4,2013/4,,,,,,,28,57,
S74fd6e25,2015/6,,,,,,,87,75,68
S7500497c,2016/7,,,,,,,70,65,
S7514bb8f,2016/7,,,,,,,80,81,
S7528b791,2013/4,,,,,,,72,74,82
S755407e3,2017/8,,,,,,,59,93,59
S75923628,2016/7,,,,,,,85,85,85
S75ab51d0,2014/5,,,,,,,83,64,
S75b92fd0,2017/8,,,,,,,30,68,42
S75d7cad3,2016/7,,,,,,,60,55,
S75de949b,2015/6,,,,,,,85,59,
S7626516a,2015/6,,,,,,,72,81,69
S7639e36d,2017/8,,,,,,,6,45,6
S7649df10,2014/5,,,,,,,77,71,51
S7666c957,2015/6,,,,,,,49,50,
S7671dca1,2014/5,,,,,,,62,57,74
S76928ece,2017/8,,,,,,,80,80,
S76a91f75,2014/5,,,,,,,70,66,64
S76ad10ca,2014/5,,,,,,,66,77,
S7740580f,2014/5,,,,,,,49,52,62
S77490967,2016/7,,,,,,,53,52,58
S776e0e40,2013/4,,,,,,,64,67,64
S778bd3b0,2013/4,,,,,,,92,87,
S778be866,2017/8,,,,,,,50,45,23
S77fdd6c3,2014/5,,,,,,,49,52,
S786afd45,2016/7,,,,,,,51,49,
S7876f909,2013/4,,,,,,,65,66,67
S78b563c6,2016/7,,,,,,,91,76,
S78ca5109,2015/6,,,,,,,72,94,73
S791d6e49,2015/6,,,,,,,77,74,62
S797f0755,2016/7,,,,,,,92,77,84
S7a33c265,2017/8,,,,,,,38,55,
S7a4ec93b,2014/5,,,,,,,4,53,11
S7a7d6291,2015/6,,,,,,,42,57,
S7ae24f4e,2015/6,,,,,,,40,73,
S7af7738e,2015/6,,,,,,,48,48,8
S7b4e82ac,2017/8,,,,,,,66,67,
S7b4fe9d5,2017/8,,,,,,,67,71,
S7b8a4a14,2015/6,,,,,,,83,96,
S7b8b98dc,2015/6,,,,,,,80,81,
S7baccdd9,2016/7,,,,,,,89,86,79
S7bc87658,2017/8,,,,,,,67,59,61
S7be1b282,2014/5,,,,,,,58,47,64
S7c0de27f,2014/5,,,,,,,60,41,
S7caa1364,2014/5,,,,,,,71,69,59
S7cdb3203,2015/6,,,,,,,75,56,68
S7d27562e,2015/6,,,,,,,72,89,72
S7dea2b4d,2014/5,,,,,,,64,57,84
S7e27880c,2014/5,,,,,,,71,81,
S7e43f36f,2015/6,,,,,,,87,92,92
S7e467c2a,2016/7,,,,,,,89,85,66
S7e5142bd,2014/5,,,,,,,93,68,61
S7e5e1e3d,2014/5,,,,,,,64,77,
S7e5e684e,2014/5,,,,,,,44,43,
S7e5f65f3,2013/4,,,,,,,79,71,80
S7e8180be,2017/8,,,,,,,75,,
S7f39b3f3,2017/8,,,,,,,59,55,
S7f46388d,2017/8,,,,,,,43,63,
S7f586cb4,2017/8,,,,,,,58,70,57
S7f646f8a,2014/5,,,,,,,43,50,
S7fe4f042,2013/4,,,,,,,84,81,
S800670c1,2013/4,,,,,,,93,67,89
S8038184c,2014/5,,,,,,,72,69,
S80cb9042,2013/4,,,,,,,76,68,72
S80d973b2,2014/5,,,,,,,75,54,
S810182a2,2017/8,,,,,,,80,81,75
S810c6af4,2017/8,,,,,,,92,96,81
S8122f379,2017/8,,,,,,,89,90,82
S8141b389,2015/6,,,,,,,72,83,78
S8159117c,2017/8,,,,,,,78,85,64
S8160cf35,2016/7,,,,,,,52,,
S81681197,2016/7,,,,,,,84,90,
S81809d80,2016/7,,,,,,,75,76,85
S81ebf8f6,2016/7,,,,,,,64,71,
S81f1f142,2014/5,,,,,,,98,88,96
S8203e856,2016/7,,,,,,,89,77,
S820ccd95,2013/4,,,,,,,69,59,
S8215b298,2013/4,,,,,,,56,64,62
S8230689d,2014/5,,,,,,,76,77,
S824394d8,2017/8,,,,,,,49,41,
S828c3ba9,2016/7,,,,,,,61,70,
S829c871c,2017/8,,,,,,,85,77,
S82a72d61,2015/6,,,,,,,31,45,
S82aad590,2017/8,,,,,,,69,77,57
S82bce98a,2017/8,,,,,,,68,72,66
S82e54c3f,2013/4,,,,,,,67,54,
S82e68327,2014/5,,,,,,,63,62,
S82e9b963,2014/5,,,,,,,88,66,71
S82fa877b,2014/5,,,,,,,78,70,
S8346e68b,2015/6,,,,,,,68,91,64
S834e8ea8,2015/6,,,,,,,53,,
S835ca29a,2014/5,,,,,,,75,60,
S83827321,2013/4,,,,,,,49,50,67
S838ead1c,2017/8,,,,,,,63,64,51
S839f51b1,2015/6,,,,,,,60,,
S842aabd9,2016/7,,,,,,,51,33,
S84462a49,2016/7,,,,,,,44,62,
S8461bfbe,2015/6,,,,,,,67,67,59
S84dd95c9,2014/5,,,,,,,80,83,
S85136305,2016/7,,,,,,,86,78,76
S85233351,2016/7,,,,,,,59,56,8
S85311f63,2016/7,,,,,,,65,69,56
S85783285,2015/6,,,,,,,77,78,
S85f96002,2017/8,,,,,,,84,94,
S86111666,2017/8,,,,,,,91,88,78
S865fb9a2,2017/8,,,,,,,56,72,44
S86605ef5,2014/5,,,,,,,58,47,41
S867f4ad4,2016/7,,,,,,,85,77,73
S8690d621,2013/4,,,,,,,73,76,73
S8707ae29,2013/4,,,,,,,68,67,62
S870af0ee,2014/5,,,,,,,69,50,59
S8733ee45,2016/7,,,,,,,6,29,
S8738620f,2016/7,,,,,,,46,63,
S8744501a,2016/7,,,,,,,78,77,
S87844748,2015/6,,,,,,,73,86,
S8809b52f,2014/5,,,,,,,71,62,72
S8860d20e,2016/7,,,,,,,75,80,
S88898cc1,2013/4,,,,,,,90,71,
S88e424ad,2016/7,,,,,,,57,44,50
S893b7cfe,2017/8,,,,,,,54,84,
S89833fe2,2015/6,,,,,,,66,72,56
S899b1f60,2016/7,,,,,,,87,82,73
S89cf1f36,2014/5,,,,,,,73,63,
S89e4bf7f,2015/6,,,,,,,78,79,60
S89e794d4,2013/4,,,,,,,41,45,49
S8a6f1b3b,2014/5,,,,,,,79,66,89
S8ad2d852,2017/8,,,,,,,46,65,
S8b08df01,2016/7,,,,,,,82,85,81
S8b5f9d18,2016/7,,,,,,,58,60,
S8b6c7437,2013/4,,,,,,,49,50,
S8b7306c2,2014/5,,,,,,,81,81,92
S8b881ddb,2016/7,,,,,,,91,91,86
S8b9332b3,2017/8,,,,,,,77,85,71
S8baae3da,2013/4,,,,,,,69,47,82
S8bb228cb,2017/8,,,,,,,44,66,
S8bbd805f,2014/5,,,,,,,56,47,66
S8bc5a262,2014/5,,,,,,,75,80,
S8bcb4aee,2014/5,,,,,,,75,55,
S8bceeeca,2014/5,,,,,,,51,71,59
S8be70171,2014/5,,,,,,,91,68,
S8c1f6fd1,2013/4,,,,,,,85,68,89
S8ca418f1,2017/8,,,,,,,85,81,50
S8cb50fcf,2013/4,,,,,,,25,35,11
S8ccd84f4,2014/5,,,,,,,68,58,
S8d16cc8f,2017/8,,,,,,,71,77,
S8d1dcd82,2014/5,,,,,,,43,45,
S8d31a120,2015/6,,,,,,,78,80,60
S8dd47fbc,2015/6,,,,,,,83,88,
S8dd8fc93,2015/6,,,,,,,77,95,71
S8e23c28c,2017/8,,,,,,,67,83,60
