"AnonID","Q1","Q3","N3","Q5","Q6","Q7","N7","Q9","Q10","N10","N11","N12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Total","AAC","APPS","CAP","ILA","MfP1","PPS","SVCDE","AAC.Grade","APPS.Grade","CAP.Grade","ILA.Grade","MfP1.Grade","PPS.Grade","SVCDE.Grade","School","Gender","Region","ILA.bin","PPS.MfP1","CAP.MfP1","ILA.MfP1","Y1Fs","Y2Fs","CAP.bin","PPS.bin","ILA.grade","Qual","Category","F1","SE_F1","Y1Fs.bin"
"54a44190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,70,NA,NA,NA,NA,NA,"A","A",NA,NA,NA,5,"F",3,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","A-Level","Cat1",NA,NA,NA
"54df00e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,"F",NA,NA,NA,4,"M",1,"Fail",NA,NA,"No",NA,NA,NA,NA,"E","Unknown","Unknown",NA,NA,NA
"54e54cd7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,82,NA,61,NA,NA,NA,"A","A",NA,"B",NA,1,"F",1,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",NA,NA,"0-1"
"55266009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,"A",1,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"5539e9da",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,76,NA,76,NA,NA,NA,"A","A",NA,"A",NA,1,"M",3,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",NA,NA,"0-1"
"553e8e8a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,5,"M",1,"Pass",NA,NA,"No",NA,NA,NA,NA,"AB","Unknown","Unknown",NA,NA,NA
"5565edae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,"C",NA,NA,NA,5,"F",1,"Pass",NA,NA,"No",NA,NA,NA,NA,"CD","Unknown","Unknown",NA,NA,NA
"556aa9ea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,"A",4,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"55980c58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,"A",2,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"567bef02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,80,NA,NA,NA,NA,NA,"A","A",NA,NA,NA,3,"M",2,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","Unknown","Unknown",NA,NA,NA
"56d7d6b8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,5,"M",2,NA,NA,"No",NA,NA,NA,"Pass",NA,NA,"Unknown","Unknown",NA,NA,NA
"56f3dff9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,67,NA,NA,NA,NA,NA,"B","B",NA,NA,NA,4,"F",1,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","A-Level","Cat3",NA,NA,NA
"570661ee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5,NA,NA,NA,NA,NA,"F","H",NA,NA,NA,4,"M",1,"Fail",NA,"No","No",NA,NA,"Fail",NA,"E","IB","Cat1",NA,NA,NA
"5742784e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,"A",3,"M",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"57a73f6e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,"D",4,"M",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"58214931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,37,NA,NA,NA,NA,NA,"E","E",NA,NA,NA,3,"M",4,"Fail",NA,"No","No",NA,NA,"Fail",NA,"E","SQA","Cat1",NA,NA,NA
"583f093d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,"B",1,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"58ffd813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,"A",5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"59a0d2f2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,"C",1,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"5a7d862c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,"A",1,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"5a86ba5f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,36,NA,NA,NA,NA,NA,"C","E",5,"F",2,NA,"No",NA,NA,NA,NA,NA,"Pass",NA,"Unknown","Unknown",NA,NA,NA
"5ab7ec58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,81,NA,"B",NA,NA,NA,NA,"A",2,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"5b9c60f3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,4,"M",2,"Pass",NA,NA,"No",NA,NA,NA,NA,"AB","Unknown","Unknown",NA,NA,NA
"5bba6f64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,"B",1,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"5bc86462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,4,"M",3,NA,NA,"No",NA,NA,NA,"Pass",NA,NA,"Unknown","Unknown",NA,NA,NA
"5bd195c1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,5,"M",1,"Pass",NA,NA,"No",NA,NA,NA,NA,"AB","Unknown","Unknown",NA,NA,NA
"5bdd4e45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,91,NA,70,NA,NA,NA,"A","A",NA,"A",NA,3,"M",2,"Pass","No","No","No",0,NA,"Pass","Pass","AB","IB","Cat3",NA,NA,"0-1"
"5bee6bf5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,89,NA,89,NA,NA,NA,"A","A",NA,"A",NA,1,"M",1,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",NA,NA,"0-1"
"5c6ce01d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,"A",1,"M",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"5cdf5074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,83,NA,63,NA,NA,NA,"B","A",NA,"B",NA,3,"F",2,"Pass","No","No","No",0,NA,"Pass","Pass","AB","A-Level","Cat3",NA,NA,"0-1"
"5ce5d768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,"A",5,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"5d281dbb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,5,"F",3,NA,NA,"No",NA,NA,NA,"Pass",NA,NA,"Unknown","Unknown",NA,NA,NA
"5d6f851e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"H",NA,NA,NA,5,"M",1,"Fail",NA,NA,"No",NA,NA,NA,NA,"E","Unknown","Unknown",NA,NA,NA
"5e26278e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,77,NA,"B",NA,NA,NA,NA,"A",3,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"5e3e6cca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"H",NA,5,"M",1,NA,"No",NA,NA,NA,NA,NA,"Fail",NA,"Unknown","Unknown",NA,NA,NA
"5ea45921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,"C",NA,NA,3,"M",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"5eb7b046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,73,NA,NA,NA,NA,NA,"A","A",NA,NA,NA,3,"M",1,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","Unknown","Unknown",NA,NA,NA
"5fd00000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,5,"F",2,NA,NA,"No",NA,NA,NA,"Pass",NA,NA,"Unknown","Unknown",NA,NA,NA
"5fe7b684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,63,NA,53,NA,NA,NA,"B","B",NA,"C",NA,1,"F",1,"Pass","No","No","No",0,NA,"Pass","Pass","AB","Unknown","Unknown",NA,NA,"0-1"
"60094ff0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,"E",NA,NA,5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"6069478d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,"E",NA,NA,NA,5,"F",4,"Fail",NA,NA,"No",NA,NA,NA,NA,"CD","Unknown","Unknown",NA,NA,NA
"612f9f0c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,72,NA,NA,NA,NA,NA,"A","A",NA,NA,NA,4,"M",3,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","A-Level","Cat3",NA,NA,NA
"614b1ceb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,"A",2,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"6186475f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,"C",NA,NA,NA,NA,5,"F",4,NA,NA,"No",NA,NA,NA,"Pass",NA,NA,"Unknown","Unknown",NA,NA,NA
"620daac4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,"A",1,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"623e7a7a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,4,"F",1,NA,NA,"No",NA,NA,NA,"Pass",NA,NA,"Unknown","Unknown",NA,NA,NA
"6247a60c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,"C",1,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"628f9a55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,"G",NA,NA,NA,NA,5,"F",1,NA,NA,"No",NA,NA,NA,"Fail",NA,NA,"Unknown","Unknown",NA,NA,NA
"62a7255f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,"G",NA,NA,NA,NA,3,"M",4,NA,NA,"No",NA,NA,NA,"Fail",NA,NA,"Unknown","Unknown",NA,NA,NA
"62b720c0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,29,NA,7,NA,NA,NA,"G","F",NA,"H",NA,4,"M",1,"Fail","No","No","No",3,NA,"Fail","Fail","E","A-Level","Cat1",NA,NA,"2-3"
"634e13c3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,62,NA,NA,NA,NA,NA,"C","B",NA,NA,NA,4,"M",4,"Pass",NA,"No","No",NA,NA,"Pass",NA,"AB","SQA","Cat3",NA,NA,NA
"63b9f25f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"H",NA,NA,NA,NA,4,"M",1,NA,NA,"No",NA,NA,NA,"Fail",NA,NA,"Unknown","Unknown",NA,NA,NA
"6417688f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,55,NA,"H",NA,NA,NA,NA,"C",1,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"644767eb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,"E",1,"F",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"65542486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,53,36,29,NA,NA,NA,"C","C","E","F",NA,3,"M",4,"Pass","Yes","Yes","Yes",1,NA,"Pass","Fail","CD","SQA","Cat3",NA,NA,"0-1"
"65cdb5c0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,"A",3,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"66097d72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,"A",1,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"6657eae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,"C",1,"F",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"67b894c9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,71,NA,78,NA,NA,NA,"B","A",NA,"A",NA,3,"M",2,"Pass","No","No","No",0,NA,"Pass","Pass","AB","Unknown","Unknown",NA,NA,"0-1"
"68052c08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,"A",4,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"69259c18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,"D",1,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"695b005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,50,NA,NA,NA,NA,NA,"E","C",NA,NA,NA,3,"M",4,"Pass",NA,"No","No",NA,NA,"Fail",NA,"CD","SQA","Cat1",NA,NA,NA
"6983c835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,"C",NA,2,"M",4,NA,"No",NA,NA,NA,NA,NA,"Pass",NA,"Unknown","Unknown",NA,NA,NA
"69de4dcb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,"A",2,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"69e0e2d3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,"A",3,"M",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"6cb83edc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,87,NA,80,NA,NA,NA,"A","A",NA,"A",NA,1,"M",2,"Pass","No","No","No",0,NA,"Pass","Pass","AB","Unknown","Unknown",NA,NA,"0-1"
"6d14b5c2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,"B",5,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"6d3f9351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,"A",1,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"6d5f554f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,"A",1,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"6df42854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,"A",3,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"6e87f8e4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,"C",5,"F",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"6f25dbfb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,"A",4,"M",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"6f786568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,90,NA,83,NA,NA,NA,"A","A",NA,"A",NA,3,"F",2,"Pass","No","No","No",0,NA,"Pass","Pass","AB","Unknown","Unknown",NA,NA,"0-1"
"71a84b73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,55,NA,NA,NA,NA,NA,"C","C",NA,NA,NA,3,"F",4,"Pass",NA,"No","No",NA,NA,"Pass",NA,"CD","SQA","Cat3",NA,NA,NA
"71f69977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,"D",5,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"72ca4f1f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,"A",1,"M",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"72f5c478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,67,NA,47,NA,NA,NA,"D","B",NA,"D",NA,3,"F",2,"Pass","No","No","No",2,NA,"Fail","Fail","AB","Unknown","Unknown",NA,NA,"2-3"
"7339c746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,74,NA,NA,NA,NA,NA,"D","A",NA,NA,NA,4,"M",3,"Pass",NA,"No","No",NA,NA,"Fail",NA,"AB","A-Level","Cat3",NA,NA,NA
"736a0719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,62,NA,7,NA,NA,NA,"F","B",NA,"H",NA,4,"F",4,"Pass","No","No","No",2,NA,"Fail","Fail","AB","SQA","Cat3",NA,NA,"2-3"
"73aefe01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,"B",1,"F",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA,NA
"73d361e5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,4,"M",1,"Pass",NA,NA,"No",NA,NA,NA,NA,"AB","Unknown","Unknown",NA,NA,NA
"73f3638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,3,"F",1,NA,NA,"No",NA,NA,NA,"Pass",NA,NA,"Unknown","Unknown",NA,NA,NA
