"Start","End","Duration","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Total","AnonID"
"Sep 12, 2016 10:41:36 AM","Sep 12, 2016 12:10:34 PM"," 1 hrs 28 min ",5,5,5,0,5,0,0,0,5,5,5,5,5,2,0,5,5,5,0,0,62,"bd425d5"
"Sep 9, 2016 5:11:32 PM","Sep 9, 2016 6:32:40 PM"," 1 hrs 21 min ",5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,95,"7f62b357"
"Sep 7, 2016 3:06:51 AM","Sep 7, 2016 4:36:53 AM"," 1 hrs 30 min ",5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,97,"a7d58851"
"Aug 30, 2016 9:14:11 AM","Aug 30, 2016 10:23:10 AM"," 1 hrs 8 min ",5,5,5,5,5,2,5,5,5,2.5,5,5,5,5,5,5,5,0,5,5,89.5,"a2e49372"
"Sep 11, 2016 1:09:06 PM","Sep 11, 2016 2:24:09 PM"," 1 hrs 15 min ",5,5,5,5,5,2,5,0,5,0,2.5,5,2,5,0,5,5,0,5,0,66.5,"23461727"
"Sep 16, 2016 4:15:27 PM","Sep 16, 2016 5:15:21 PM","  59 min ",5,5,0,2.5,5,0,0,0,5,0,2.5,5,5,0,5,0,5,0,5,0,50,"3249e5"
"Sep 6, 2016 3:19:00 PM","Sep 6, 2016 4:31:00 PM"," 1 hrs 11 min ",5,0,5,3,5,2,5,0,5,0,5,5,5,2,5,5,5,5,5,0,72,"1ebd91b7"
"Aug 25, 2016 5:19:23 AM","Aug 25, 2016 6:20:51 AM"," 1 hrs 1 min ",5,5,0,5,5,2,5,5,5,0,5,5,5,2,5,5,5,5,5,0,79,"436db733"
"Sep 13, 2016 12:42:36 PM","Sep 13, 2016 1:22:20 PM","  39 min ",2.5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,0,5,5,87.5,"f2b25e50"
"Sep 8, 2016 6:54:05 AM","Sep 8, 2016 8:18:33 AM"," 1 hrs 24 min ",5,5,5,5,5,0,5,5,5,5,2.5,5,5,5,5,5,5,0,5,0,82.5,"a9efbeec"
"Sep 13, 2016 5:44:42 AM","Sep 13, 2016 7:15:23 AM"," 1 hrs 30 min ",5,5,5,4,5,2,5,5,5,5,5,0,5,5,5,5,5,0,5,5,86,"bd55ce6f"
"Sep 15, 2016 5:08:25 PM","Sep 15, 2016 6:22:35 PM"," 1 hrs 14 min ",5,5,5,5,0,2,5,5,5,5,2.5,5,5,2,5,5,5,5,5,5,86.5,"9beac520"
"Sep 9, 2016 8:50:19 AM","Sep 9, 2016 10:17:21 AM"," 1 hrs 27 min ",5,5,5,4,5,0,5,0,5,5,5,5,5,2,5,5,5,5,0,5,81,"cec9dc4c"
"Aug 24, 2016 4:16:03 AM","Aug 24, 2016 5:46:26 AM"," 1 hrs 30 min ",5,5,5,4,5,0,2.5,5,5,2.5,5,5,5,5,2.5,5,5,5,0,5,81.5,"58cc1668"
"Aug 23, 2016 10:20:05 AM","Aug 23, 2016 11:35:03 AM"," 1 hrs 14 min ",2.5,0,5,5,5,0,5,5,5,5,5,5,0,0,5,5,5,5,0,0,67.5,"ae985478"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"414fddff"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4280b137"
"Sep 5, 2016 2:38:37 AM","Sep 5, 2016 3:44:35 AM"," 1 hrs 5 min ",5,2.5,0,5,5,2,5,0,5,2.5,5,5,5,2,5,5,5,0,0,0,64,"cd669d51"
"Sep 9, 2016 5:11:11 AM","Sep 9, 2016 6:41:30 AM"," 1 hrs 30 min ",5,5,5,3.5,0,0,5,5,0,5,5,5,5,2,3.75,0,5,5,0,0,64.25,"c8c434af"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30e1fe2"
"Sep 7, 2016 9:21:07 AM","Sep 7, 2016 10:51:23 AM"," 1 hrs 30 min ",5,5,5,5,5,0,5,5,5,5,2.5,4,0,5,2.5,5,5,5,0,5,79,"f27fcdec"
"Sep 11, 2016 8:04:03 AM","Sep 11, 2016 9:09:25 AM"," 1 hrs 5 min ",5,5,5,5,5,0,0,0,5,5,5,5,5,0,5,5,5,0,5,0,70,"d8e4e5d1"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"589d0047"
"Aug 30, 2016 12:03:16 PM","Aug 30, 2016 1:24:44 PM"," 1 hrs 21 min ",0,0,0,5,5,2,5,5,0,2.5,2.5,5,2,1,5,0,5,0,5,0,50,"1d5598a9"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7a849bfa"
"Sep 18, 2016 11:45:15 AM","Sep 18, 2016 12:45:07 PM","  59 min ",5,5,5,4,5,2,5,5,5,5,5,5,2,5,5,5,5,5,5,0,88,"aaca2217"
"Sep 15, 2016 11:30:02 AM","Sep 15, 2016 1:00:30 PM"," 1 hrs 30 min ",5,5,5,2,5,0,0,0,5,0,5,1,5,2,5,5,5,0,0,0,55,"3a11e80d"
"Sep 12, 2016 10:47:04 AM","Sep 12, 2016 12:11:30 PM"," 1 hrs 24 min ",5,5,5,5,5,2,5,0,5,0,5,0,5,5,5,5,5,5,5,5,82,"5b3b3362"
"Sep 9, 2016 2:55:18 PM","Sep 9, 2016 4:22:19 PM"," 1 hrs 27 min ",5,5,0,3,5,0,5,0,5,2.5,5,5,5,0,3.75,5,5,5,5,0,69.25,"1a21f338"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22d8d69"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bd36c778"
"Sep 15, 2016 5:52:03 AM","Sep 15, 2016 7:24:07 AM"," 1 hrs 32 min ",2.5,5,5,2.5,0,0,5,0,5,2.5,5,0,0,0,0,5,5,5,0,0,47.5,"21b71332"
"Sep 18, 2016 8:43:21 AM","Sep 18, 2016 10:13:34 AM"," 1 hrs 30 min ",5,5,0,3,5,5,5,0,0,5,3.75,5,5,2,5,5,5,5,0,0,68.75,"6429e466"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"374d72b7"
"Sep 5, 2016 12:04:56 PM","Sep 5, 2016 1:35:20 PM"," 1 hrs 30 min ",5,0,0,0,0,0,5,5,0,5,5,5,0,0,0,5,5,0,0,0,40,"65cdb5c0"
"Sep 17, 2016 9:02:18 AM","Sep 17, 2016 10:32:36 AM"," 1 hrs 30 min ",5,5,5,3.5,5,0,0,5,5,5,5,5,5,2,5,5,5,5,0,0,75.5,"e2281bef"
"Sep 17, 2016 9:01:22 AM","Sep 17, 2016 10:31:42 AM"," 1 hrs 30 min ",2.5,5,5,4.5,5,0,0,0,5,2.5,5,5,0,0,2.5,5,5,0,0,0,52,"a76c765e"
"Sep 15, 2016 12:50:39 PM","Sep 15, 2016 2:20:13 PM"," 1 hrs 29 min ",5,5,5,4,5,2,5,5,0,0,5,5,5,0,5,5,5,5,5,0,76,"68ea73de"
"Sep 7, 2016 8:26:03 AM","Sep 7, 2016 9:55:41 AM"," 1 hrs 29 min ",0,5,5,3.5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,90.5,"3653edd0"
"Sep 6, 2016 4:16:44 AM","Sep 6, 2016 5:47:06 AM"," 1 hrs 30 min ",5,5,0,5,5,5,5,5,5,5,5,0,5,2,0,5,5,0,5,0,72,"18a682bf"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4ab2c6d5"
"Oct 13, 2016 6:11:57 PM","Oct 13, 2016 7:46:00 PM"," 1 hrs 34 min ",5,5,0,1.5,0,0,5,5,5,2.5,5,5,0,2,1.25,5,5,5,0,0,57.25,"99f7f42d"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b0e23ba9"
"Sep 16, 2016 10:40:51 AM","Sep 16, 2016 11:48:18 AM"," 1 hrs 7 min ",5,5,5,0,5,0,5,5,5,5,5,5,5,5,0,5,5,0,0,5,75,"fa8af9f"
"Sep 13, 2016 3:15:35 PM","Sep 13, 2016 4:22:29 PM"," 1 hrs 6 min ",5,5,5,5,0,2,5,5,5,2.5,5,5,5,5,5,5,5,5,5,5,89.5,"3c8d2a7d"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cb10e11e"
"Sep 8, 2016 7:48:02 AM","Sep 8, 2016 9:11:18 AM"," 1 hrs 23 min ",5,5,0,3.5,5,0,5,5,0,2.5,2.5,5,0,2,0,5,5,5,0,5,60.5,"6b5de174"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"edc7c753"
"Sep 14, 2016 7:14:03 AM","Sep 14, 2016 8:39:55 AM"," 1 hrs 25 min ",5,5,5,4,0,2,0,5,5,2.5,2.5,1,5,0,5,5,5,0,0,0,57,"bc3da4c7"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b79f641"
"Sep 16, 2016 5:39:57 AM","Sep 16, 2016 7:10:14 AM"," 1 hrs 30 min ",5,5,5,3.5,5,2,5,5,5,2.5,5,0,5,4,0,5,0,0,0,0,62,"bc916873"
"Sep 25, 2016 3:03:58 PM","Sep 25, 2016 4:27:21 PM"," 1 hrs 23 min ",5,5,5,4,0,5,5,5,5,0,5,5,5,5,5,5,5,5,5,0,84,"ec4f28c3"
"Sep 18, 2016 2:52:58 PM","Sep 18, 2016 3:35:19 PM","  42 min ",5,5,5,5,5,5,5,5,5,5,2.5,5,5,5,5,5,5,5,5,5,97.5,"fd114d56"
"Sep 18, 2016 11:56:00 AM","Sep 18, 2016 12:39:09 PM","  43 min ",5,5,0,2,0,0,0,0,5,5,1.25,0,0,0,1.25,0,0,0,0,0,24.5,"2d457113"
"Sep 10, 2016 3:23:19 AM","Sep 12, 2016 10:56:43 AM","2 days 7 hrs 33 min ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5b4cb21b"
"Aug 23, 2016 4:14:11 AM","Aug 23, 2016 4:48:10 AM","  33 min ",5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,97,"2f11cbb8"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f0e1d509"
"Sep 19, 2016 10:47:25 AM","Sep 19, 2016 11:38:45 AM","  51 min ",5,5,5,3.5,5,0,5,0,5,5,5,4,5,0,0,0,0,5,5,0,62.5,"ad28b91e"
"Sep 18, 2016 7:22:09 PM","Sep 18, 2016 8:52:24 PM"," 1 hrs 30 min ",5,5,0,4,5,5,0,5,5,2.5,5,0,5,2,5,5,5,5,0,5,73.5,"5135b8bf"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8a055806"
"Sep 14, 2016 11:25:08 AM","Sep 14, 2016 12:55:31 PM"," 1 hrs 30 min ",5,5,5,5,0,0,0,0,5,5,5,5,5,2,0,5,5,5,0,0,62,"8eaee1c2"
"Sep 18, 2016 9:06:17 AM","Sep 18, 2016 10:21:09 AM"," 1 hrs 14 min ",5,5,5,5,5,2,2.5,5,5,5,5,5,2,5,5,5,5,5,5,5,91.5,"f943d6ab"
"Sep 16, 2016 9:48:20 AM","Sep 16, 2016 11:19:02 AM"," 1 hrs 30 min ",5,5,5,4,0,0,5,5,5,5,5,5,5,0,5,5,5,5,0,0,74,"cf7b89f4"
"Sep 19, 2016 2:19:04 PM","Sep 19, 2016 3:50:02 PM"," 1 hrs 30 min ",5,2.5,0,5,5,0,5,0,5,0,5,1,0,0,5,5,5,5,0,0,53.5,"9f9a3742"
"Sep 13, 2016 8:25:45 AM","Sep 13, 2016 9:33:09 AM"," 1 hrs 7 min ",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,"2b697701"
"Sep 9, 2016 6:30:31 AM","Sep 9, 2016 8:00:51 AM"," 1 hrs 30 min ",5,5,5,3,5,2,5,0,5,0,5,5,0,1,5,5,5,5,0,0,66,"f3a441bd"
"Aug 28, 2016 2:41:23 PM","Aug 28, 2016 4:00:07 PM"," 1 hrs 18 min ",5,5,0,4.5,5,0,0,0,5,2.5,5,5,5,1,5,5,5,5,5,0,68,"c37de0da"
"Sep 1, 2016 8:52:11 AM","Sep 1, 2016 9:38:54 AM","  46 min ",5,5,5,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,94,"89786ebb"
"Sep 15, 2016 4:39:53 PM","Sep 15, 2016 5:58:05 PM"," 1 hrs 18 min ",2.5,0,5,4,5,5,0,5,0,5,5,5,2,0,2.5,5,5,5,5,0,66,"a647c198"
"Sep 12, 2016 7:57:19 AM","Sep 12, 2016 8:56:26 AM","  59 min ",5,5,5,2,0,0,5,5,5,0,5,0,5,0,0,0,5,5,5,0,57,"5181cc18"
"Sep 13, 2016 10:19:41 AM","Sep 13, 2016 11:38:06 AM"," 1 hrs 18 min ",5,5,5,5,5,2,5,5,5,5,5,5,5,2,2.5,5,5,5,5,5,91.5,"d3fd0565"
"Sep 18, 2016 11:52:24 AM","Sep 19, 2016 11:19:24 AM"," 23 hrs 27 min ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6b2e56fe"
"Sep 8, 2016 5:36:07 AM","Sep 8, 2016 7:06:29 AM"," 1 hrs 30 min ",5,5,5,5,5,2,5,0,5,5,5,5,5,5,5,5,5,5,0,0,82,"463a672d"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1e6f491"
"Sep 1, 2016 4:29:31 AM","Sep 1, 2016 5:55:13 AM"," 1 hrs 25 min ",5,5,5,5,5,5,5,5,5,5,2.5,5,5,5,5,5,5,5,5,5,97.5,"5831ccf3"
"Aug 23, 2016 11:59:00 AM","Aug 24, 2016 5:16:26 AM"," 17 hrs 17 min ",5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,97,"a60041a1"
"Sep 21, 2016 3:39:13 AM","Sep 21, 2016 4:19:54 AM","  40 min ",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,95,"d3fe8452"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7422e685"
"Sep 18, 2016 2:36:35 PM","Sep 19, 2016 11:19:13 AM"," 20 hrs 42 min ",2.5,5,5,5,5,3,5,0,5,2.5,2.5,5,2,4,2.5,5,5,5,0,0,69,"718ea976"
"Aug 23, 2016 6:20:09 AM","Aug 23, 2016 7:41:18 AM"," 1 hrs 21 min ",5,5,5,4.5,5,0,5,5,5,5,2.5,5,5,5,5,5,5,5,5,5,92,"e97dfcdb"
"Aug 20, 2016 6:04:31 AM","Aug 20, 2016 6:38:09 AM","  33 min ",5,5,5,5,5,5,5,5,5,5,2.5,5,5,2,0,5,5,5,5,5,89.5,"7aa7cc8"
"Sep 13, 2016 11:00:16 AM","Sep 19, 2016 11:20:35 AM","6 days  20 min ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5a9c9c69"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1d7c9b2f"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cf415878"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a5b13388"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"323cfbae"
"Sep 6, 2016 6:46:53 AM","Sep 6, 2016 8:16:50 AM"," 1 hrs 29 min ",2.5,5,0,2,5,5,5,5,5,2.5,0,5,5,2,5,5,5,0,5,5,74,"f35e8f4e"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c14a553f"
"Aug 25, 2016 9:46:43 AM","Aug 25, 2016 10:55:50 AM"," 1 hrs 9 min ",2.5,5,0,4,5,0,5,5,5,5,5,5,5,2,0,5,5,5,0,5,73.5,"a2538b70"
"Sep 8, 2016 11:38:09 AM","Sep 8, 2016 12:53:50 PM"," 1 hrs 15 min ",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,"2b12b39"
"Sep 14, 2016 11:13:28 AM","Sep 14, 2016 12:03:29 PM","  50 min ",5,5,5,3,0,0,5,0,0,5,5,0,5,0,0,0,0,0,0,0,38,"fb9b7294"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f10cbd8"
"Feb 6, 2017 7:37:15 AM","Jun 13, 2017 7:32:11 AM","126 days 22 hrs 54 min ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ca7dbc92"
"Sep 10, 2016 9:38:00 AM","Sep 10, 2016 10:42:23 AM"," 1 hrs 4 min ",5,5,5,4,5,0,5,0,5,5,5,5,5,2,0,5,5,0,5,5,76,"15a7d3f7"
"Sep 20, 2016 11:15:26 AM","Sep 20, 2016 12:37:38 PM"," 1 hrs 22 min ",5,5,5,5,5,2,5,5,5,0,5,5,5,2,5,5,5,5,0,0,79,"d944b579"
"Sep 16, 2016 9:42:18 AM","Sep 16, 2016 11:11:04 AM"," 1 hrs 28 min ",5,5,0,4,5,2,2.5,5,5,5,2.5,5,5,5,5,0,5,5,5,0,76,"6be0422c"
"Sep 18, 2016 6:20:49 PM","Sep 19, 2016 11:19:00 AM"," 16 hrs 58 min ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"653970ac"
"Sep 19, 2016 3:43:47 AM","Sep 19, 2016 5:12:57 AM"," 1 hrs 29 min ",2.5,5,0,1,5,0,5,0,0,5,2.5,1,5,2,5,0,5,0,0,0,44,"e7d3872a"
"Sep 5, 2016 11:32:56 AM","Sep 5, 2016 1:02:04 PM"," 1 hrs 29 min ",5,5,0,3,5,2,5,5,5,5,5,5,5,2,5,5,5,5,5,5,87,"6f6e2581"
"Sep 9, 2016 11:41:36 AM","Sep 9, 2016 1:09:08 PM"," 1 hrs 27 min ",5,5,5,5,5,2,5,5,5,2.5,5,5,5,2,5,5,5,5,5,5,91.5,"d8c173df"
"Sep 7, 2016 9:50:32 AM","Sep 11, 2016 7:04:34 AM","3 days 21 hrs 14 min ",5,5,5,2.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,"d7a8af58"
"Aug 31, 2016 6:25:31 AM","Aug 31, 2016 7:37:18 AM"," 1 hrs 11 min ",2.5,5,5,4,5,0,2.5,0,0,0,5,4,5,2,0,0,5,0,0,0,45,"ad03a4d2"
"Sep 2, 2016 7:43:17 AM","Sep 2, 2016 9:09:18 AM"," 1 hrs 26 min ",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,95,"d5efe263"
"Sep 21, 2016 6:04:38 PM","Sep 21, 2016 7:22:50 PM"," 1 hrs 18 min ",5,5,5,5,5,5,5,0,5,5,5,0,5,4,2.5,5,5,0,0,5,76.5,"1a9c3d9d"
"Sep 21, 2016 10:32:49 AM","Sep 21, 2016 11:30:37 AM","  57 min ",2.5,5,0,4,5,0,5,5,5,5,2.5,5,5,2,5,5,5,5,5,0,76,"aeb56754"
"Sep 8, 2016 9:32:51 AM","Sep 8, 2016 11:03:19 AM"," 1 hrs 30 min ",5,5,5,5,5,0,5,5,5,5,5,1,5,2,5,5,5,5,5,5,88,"b3682480"
"Sep 4, 2016 9:18:44 AM","Sep 4, 2016 10:42:06 AM"," 1 hrs 23 min ",5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,95,"f9b4b101"
"Aug 29, 2016 9:45:10 AM","Aug 29, 2016 11:14:10 AM"," 1 hrs 29 min ",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,"69e0e2d3"
"Aug 25, 2016 5:00:49 AM","Aug 25, 2016 6:05:32 AM"," 1 hrs 4 min ",5,5,5,4,5,2,5,0,5,0,5,5,5,5,5,5,5,5,5,0,81,"3c20f9e9"
"Sep 20, 2016 7:45:54 AM","Sep 20, 2016 8:55:05 AM"," 1 hrs 9 min ",2.5,5,0,2,0,2,5,5,5,5,2.5,5,5,5,5,5,5,5,5,0,74,"a96508ae"
"Sep 14, 2016 9:59:55 AM","Sep 14, 2016 11:01:19 AM"," 1 hrs 1 min ",5,5,5,3,5,2,2.5,0,5,5,5,5,5,2,2.5,5,5,5,5,5,82,"5fb141cd"
"Aug 29, 2016 10:53:18 AM","Aug 29, 2016 12:23:44 PM"," 1 hrs 30 min ",5,5,5,5,5,3,0,5,5,5,2.5,5,5,5,5,5,5,5,0,5,85.5,"72ca4f1f"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"706c1861"
"Sep 20, 2016 11:46:23 AM","Sep 20, 2016 1:12:50 PM"," 1 hrs 26 min ",5,5,5,5,5,0,5,0,5,5,5,5,5,5,0,5,5,5,5,5,85,"243ecafd"
"Aug 30, 2016 5:41:36 PM","Aug 30, 2016 6:51:30 PM"," 1 hrs 9 min ",5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,97,"5c4c5999"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e321c584"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89d9455a"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6e87f8e4"
"Sep 17, 2016 8:19:22 AM","Sep 17, 2016 9:14:56 AM","  55 min ",0,5,5,3.5,0,0,5,0,0,5,5,5,5,0,5,5,5,0,0,0,53.5,"584bc149"
"Sep 14, 2016 1:05:19 PM","Sep 14, 2016 2:40:00 PM"," 1 hrs 34 min ",2.5,5,0,5,5,0,5,5,5,2.5,5,5,5,4,5,5,5,5,0,0,74,"e1789e11"
"Aug 21, 2016 10:57:29 AM","Aug 21, 2016 12:27:51 PM"," 1 hrs 30 min ",5,5,5,5,5,0,5,5,5,5,5,0,0,0,2.5,5,5,5,5,0,72.5,"1b9ee420"
"Sep 8, 2016 6:30:35 AM","Sep 12, 2016 10:57:35 AM","4 days 4 hrs 26 min ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"a3bfffa9"
"Sep 13, 2016 7:59:51 AM","Sep 13, 2016 9:29:40 AM"," 1 hrs 29 min ",5,5,5,5,5,0,5,5,5,5,5,5,5,5,3.75,5,5,5,5,5,93.75,"4adeb680"
"Sep 7, 2016 8:39:52 AM","Sep 7, 2016 10:09:55 AM"," 1 hrs 30 min ",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,"2cd2973f"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27ad1f1a"
"Sep 12, 2016 1:48:53 PM","Sep 12, 2016 3:00:30 PM"," 1 hrs 11 min ",5,5,5,4,5,5,5,5,5,5,5,5,0,1,5,5,5,5,5,5,90,"49c9fd4b"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1fc91e5b"
"Sep 18, 2016 11:20:51 AM","Sep 18, 2016 12:51:09 PM"," 1 hrs 30 min ",5,5,5,5,5,0,5,0,5,5,2.5,5,2,0,5,5,5,5,5,0,74.5,"5977f9e0"
"Sep 18, 2016 3:44:38 PM","Sep 18, 2016 4:49:56 PM"," 1 hrs 5 min ",5,5,5,5,5,0,5,0,5,5,5,5,0,2,5,0,5,5,0,0,67,"f5052dbf"
"Sep 12, 2016 1:17:40 PM","Sep 12, 2016 2:27:13 PM"," 1 hrs 9 min ",5,5,5,5,5,5,5,0,5,5,1.25,5,5,5,1.25,5,5,5,5,5,87.5,"de36be04"
"Sep 10, 2016 11:23:54 AM","Sep 10, 2016 12:06:25 PM","  42 min ",2.5,5,5,2,0,2,5,0,5,2.5,5,4,5,0,5,5,5,5,0,0,63,"b25ab41a"
"Sep 6, 2016 4:40:11 PM","Sep 6, 2016 5:52:10 PM"," 1 hrs 11 min ",5,0,5,4.5,5,0,0,5,5,5,5,0,0,2,5,5,5,5,5,0,66.5,"76208c4"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c48a8152"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1c5acbbc"
"Sep 1, 2016 9:02:42 AM","Sep 1, 2016 10:18:21 AM"," 1 hrs 15 min ",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,95,"1da25c9d"
"Sep 16, 2016 8:22:23 AM","Sep 16, 2016 9:46:55 AM"," 1 hrs 24 min ",5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,90,"6fbab290"
"Sep 14, 2016 4:35:05 PM","Sep 14, 2016 6:04:09 PM"," 1 hrs 29 min ",5,5,0,2,0,0,0,0,0,2.5,1.25,1,2,1,2.5,5,5,5,0,0,37.25,"57e65fd4"
"Sep 1, 2016 1:18:52 AM","Sep 1, 2016 6:33:42 AM"," 5 hrs 14 min ",5,5,0,0,5,0,0,5,0,5,5,0,2,0,0,5,5,5,0,0,47,"cbe9aee8"
"Sep 4, 2016 2:40:05 PM","Sep 4, 2016 3:47:49 PM"," 1 hrs 7 min ",5,5,5,5,5,0,5,0,5,5,5,5,5,5,0,5,5,5,5,5,85,"b7c8b951"
"Sep 13, 2016 11:34:07 AM","Sep 13, 2016 12:18:56 PM","  44 min ",2.5,5,0,5,5,2,0,5,0,0,5,5,2,2,2.5,5,5,5,0,0,56,"1ac7d88f"
"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43bbd5a3"
"Oct 2, 2016 3:59:19 AM","Oct 2, 2016 4:38:07 AM","  38 min ",5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,97,"ed712dd1"
