"Gender","Domicile.on.Programme.Entry","Nationality","Fee.Status.Grouping","Fee.Status.Description","Programme.Of.Study.Sought.Title","Year.Of.Attendance","Year.Of.Programme","Course.Code","Course.Name","AnonID"
"M","Netherlands","Sweden","SEU","EU/EEA fee rate","Chemical Physics",1,1,"PHYS08016","Physics 1A:  Foundations","794a70e1"
"M","Netherlands","Sweden","SEU","EU/EEA fee rate","Chemical Physics",1,1,"PHYS08035","Mathematics for Physics 1","794a70e1"
"M","Netherlands","Sweden","SEU","EU/EEA fee rate","Chemical Physics",1,1,"PHYS08036","Mathematics for Physics 2","794a70e1"
"M","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Computer Science",1,1,"PHYS08016","Physics 1A:  Foundations","e1edf722"
"M","United Arab Emirates","Syria [Syrian Arab Republic]","OVERSEAS","Overseas/International fee rate","Theoretical Physics",1,1,"PHYS08016","Physics 1A:  Foundations","a1857be6"
"M","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Theoretical Physics",1,2,"PHYS08041","Algebra and Calculus","81b13d84"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Applied Sport Science",1,1,"PHYS08016","Physics 1A:  Foundations","44aacf55"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Applied Sport Science",1,1,"PHYS08035","Mathematics for Physics 1","44aacf55"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Theoretical Physics",1,1,"PHYS08016","Physics 1A:  Foundations","e36e95fe"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","d21597e9"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering",1,1,"PHYS08016","Physics 1A:  Foundations","5d5233f0"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",1,1,"PHYS08016","Physics 1A:  Foundations","5bd8e1a0"
"M","Scotland","Czech Republic","SEU","Scotland fee rate","Computer Science",1,1,"PHYS08035","Mathematics for Physics 1","9bb8ef63"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","a8abc325"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","a8abc325"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","a8abc325"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",1,2,"PHYS08041","Algebra and Calculus","3da27bee"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Meteorology",1,1,"PHYS08016","Physics 1A:  Foundations","298db493"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Meteorology",1,1,"PHYS08035","Mathematics for Physics 1","298db493"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Meteorology",1,1,"PHYS08036","Mathematics for Physics 2","298db493"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",1,1,"PHYS08016","Physics 1A:  Foundations","7b2da7af"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Physics with Industrial Experience",1,1,"PHYS08016","Physics 1A:  Foundations","7c2502f6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Physics with Industrial Experience",1,1,"PHYS08035","Mathematics for Physics 1","7c2502f6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Physics with Industrial Experience",1,1,"PHYS08036","Mathematics for Physics 2","7c2502f6"
"F","Spain","United Kingdom","SEU","EU/EEA fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","62510b77"
"F","Spain","United Kingdom","SEU","EU/EEA fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","62510b77"
"F","Spain","United Kingdom","SEU","EU/EEA fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","62510b77"
"F","China","China","OVERSEAS","Overseas/International fee rate","Economics and Statistics",1,1,"PHYS08016","Physics 1A:  Foundations","c4a4b79"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics with Year Abroad",1,1,"PHYS08016","Physics 1A:  Foundations","9ff81a18"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics with Year Abroad",1,1,"PHYS08035","Mathematics for Physics 1","9ff81a18"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics with Year Abroad",1,1,"PHYS08036","Mathematics for Physics 2","9ff81a18"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Civil Engineering",1,1,"PHYS08016","Physics 1A:  Foundations","e65039fc"
"M","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08016","Physics 1A:  Foundations","c0d06f2b"
"M","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08035","Mathematics for Physics 1","c0d06f2b"
"M","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08036","Mathematics for Physics 2","c0d06f2b"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08016","Physics 1A:  Foundations","8dd7dc8a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08035","Mathematics for Physics 1","8dd7dc8a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08036","Mathematics for Physics 2","8dd7dc8a"
"M","England","United Kingdom","SEU","EU/EEA fee rate","Civil Engineering",1,1,"PHYS08016","Physics 1A:  Foundations","346f648e"
"M","China","China","OVERSEAS","Overseas/International fee rate","Physics",1,1,"PHYS08016","Physics 1A:  Foundations","8de1f541"
"M","China","China","OVERSEAS","Overseas/International fee rate","Physics",1,1,"PHYS08035","Mathematics for Physics 1","8de1f541"
"M","China","China","OVERSEAS","Overseas/International fee rate","Physics",1,1,"PHYS08036","Mathematics for Physics 2","8de1f541"
"M","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Engineering Not Known (1st Year)",1,1,"PHYS08016","Physics 1A:  Foundations","cc87be8"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Geophysics and Meteorology",1,1,"PHYS08016","Physics 1A:  Foundations","7b191041"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Geophysics and Meteorology",1,1,"PHYS08035","Mathematics for Physics 1","7b191041"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Geophysics and Meteorology",1,1,"PHYS08036","Mathematics for Physics 2","7b191041"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","53f5f203"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","53f5f203"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","53f5f203"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08016","Physics 1A:  Foundations","a8f0683b"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08035","Mathematics for Physics 1","a8f0683b"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08036","Mathematics for Physics 2","a8f0683b"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08016","Physics 1A:  Foundations","180f14e0"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08035","Mathematics for Physics 1","180f14e0"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08036","Mathematics for Physics 2","180f14e0"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08016","Physics 1A:  Foundations","1b1bfded"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08035","Mathematics for Physics 1","1b1bfded"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08036","Mathematics for Physics 2","1b1bfded"
"F","Northern Ireland","Ireland","SEU","EU/EEA fee rate","Mechanical Engineering",1,2,"SCEE08009","Engineering Mathematics 2A","eef7f1e0"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","5951f677"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","5951f677"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","5951f677"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","5d641a3b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","5d641a3b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","5d641a3b"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",1,1,"PHYS08016","Physics 1A:  Foundations","cf7d9c4b"
"M","China","China","OVERSEAS","Overseas/International fee rate","Artificial Intelligence and Computer Science",1,1,"PHYS08035","Mathematics for Physics 1","9ac248d3"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","f4d908dd"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","f4d908dd"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","f4d908dd"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","4484dee2"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","4484dee2"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","4484dee2"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","a9208e41"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","a9208e41"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","a9208e41"
"M","China","China","OVERSEAS","Overseas/International fee rate","Mathematical Physics",1,1,"PHYS08016","Physics 1A:  Foundations","af949ef4"
"M","China","China","OVERSEAS","Overseas/International fee rate","Mathematical Physics",1,1,"PHYS08035","Mathematics for Physics 1","af949ef4"
"M","China","China","OVERSEAS","Overseas/International fee rate","Mathematical Physics",1,1,"PHYS08036","Mathematics for Physics 2","af949ef4"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","c411e5a7"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","c411e5a7"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","c411e5a7"
"F","Switzerland","Denmark","SEU","EU/EEA fee rate","Physics",1,2,"PHYS08041","Algebra and Calculus","3e06d6ee"
"M","Cyprus (European Union)","United Kingdom","SEU","EU/EEA fee rate","Electrical And Mechanical Engineering",1,1,"PHYS08016","Physics 1A:  Foundations","6a12d567"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",1,1,"PHYS08016","Physics 1A:  Foundations","db467ead"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",1,1,"PHYS08036","Mathematics for Physics 2","db467ead"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","25c3a4a9"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","25c3a4a9"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","25c3a4a9"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08016","Physics 1A:  Foundations","15edc1fa"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08035","Mathematics for Physics 1","15edc1fa"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08036","Mathematics for Physics 2","15edc1fa"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,2,"PHYS08041","Algebra and Calculus","addfe5d9"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08016","Physics 1A:  Foundations","3a4f3a09"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08035","Mathematics for Physics 1","3a4f3a09"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08036","Mathematics for Physics 2","3a4f3a09"
"M","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","99c46cc6"
"M","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","99c46cc6"
"M","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","99c46cc6"
"M","Portugal","Portugal (includes Madeira, Azores)","SEU","EU/EEA fee rate","Civil Engineering",1,1,"PHYS08016","Physics 1A:  Foundations","88fddd7c"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Computational Physics",1,1,"PHYS08016","Physics 1A:  Foundations","acd7496f"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Computational Physics",1,1,"PHYS08035","Mathematics for Physics 1","acd7496f"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Computational Physics",1,1,"PHYS08036","Mathematics for Physics 2","acd7496f"
"M","England","United Kingdom","SEU","EU/EEA fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","29b1cba2"
"M","England","United Kingdom","SEU","EU/EEA fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","29b1cba2"
"M","England","United Kingdom","SEU","EU/EEA fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","29b1cba2"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Physics with Industrial Experience",1,1,"PHYS08016","Physics 1A:  Foundations","60094ff0"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Physics with Industrial Experience",1,1,"PHYS08035","Mathematics for Physics 1","60094ff0"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Physics with Industrial Experience",1,1,"PHYS08036","Mathematics for Physics 2","60094ff0"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",1,1,"PHYS08016","Physics 1A:  Foundations","7b1e2181"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Physics",1,1,"PHYS08016","Physics 1A:  Foundations","9a55a76b"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Physics",1,1,"PHYS08035","Mathematics for Physics 1","9a55a76b"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Physics",1,1,"PHYS08036","Mathematics for Physics 2","9a55a76b"
"F","Greece","Greece","SEU","EU/EEA fee rate","Mechanical Engineering",1,1,"PHYS08016","Physics 1A:  Foundations","8d6e811b"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",1,1,"PHYS08016","Physics 1A:  Foundations","6510c828"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",1,1,"PHYS08016","Physics 1A:  Foundations","62d69403"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",1,1,"PHYS08035","Mathematics for Physics 1","62d69403"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",1,1,"PHYS08036","Mathematics for Physics 2","62d69403"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",1,1,"PHYS08016","Physics 1A:  Foundations","9111afdc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Engineering Not Known (1st Year)",1,1,"PHYS08016","Physics 1A:  Foundations","9ac81e29"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","3704c24e"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","3704c24e"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","3704c24e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",1,1,"PHYS08035","Mathematics for Physics 1","32e0193b"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",1,1,"PHYS08036","Mathematics for Physics 2","32e0193b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",1,1,"PHYS08016","Physics 1A:  Foundations","b58f2295"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",1,1,"PHYS08016","Physics 1A:  Foundations","5d1c47c7"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",1,1,"PHYS08035","Mathematics for Physics 1","5d1c47c7"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",1,1,"PHYS08036","Mathematics for Physics 2","5d1c47c7"
"M","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Economics with Finance",1,1,"PHYS08035","Mathematics for Physics 1","9e989b9e"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","cec39473"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","cec39473"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","cec39473"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","512a0a01"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","512a0a01"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","512a0a01"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",1,1,"PHYS08016","Physics 1A:  Foundations","8fe796cc"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",1,1,"PHYS08035","Mathematics for Physics 1","8fe796cc"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",1,1,"PHYS08016","Physics 1A:  Foundations","60917aa6"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering with Renewable Energy",1,1,"PHYS08016","Physics 1A:  Foundations","5eeff7a0"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematical Physics",1,1,"PHYS08016","Physics 1A:  Foundations","ebddf016"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematical Physics",1,1,"PHYS08036","Mathematics for Physics 2","ebddf016"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Computer Science",1,1,"PHYS08016","Physics 1A:  Foundations","d408aa01"
"M","England","Argentina","OVERSEAS","Overseas/International fee rate","Mathematics",1,1,"PHYS08016","Physics 1A:  Foundations","8cdadfd9"
"M","England","Argentina","OVERSEAS","Overseas/International fee rate","Mathematics",1,1,"PHYS08036","Mathematics for Physics 2","8cdadfd9"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08016","Physics 1A:  Foundations","86fbf90d"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08035","Mathematics for Physics 1","86fbf90d"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08036","Mathematics for Physics 2","86fbf90d"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering",1,2,"SCEE08009","Engineering Mathematics 2A","8400e5dc"
"F","Malaysia","Malaysia","OVERSEAS","Overseas/International fee rate","Chemical Engineering",1,2,"SCEE08009","Engineering Mathematics 2A","50641a5f"
"M","China","China","OVERSEAS","Overseas/International fee rate","Artificial Intelligence and Computer Science",1,1,"PHYS08016","Physics 1A:  Foundations","e5561de9"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",1,1,"PHYS08016","Physics 1A:  Foundations","5a525e76"
"F","Spain","Lithuania","SEU","EU/EEA fee rate","Computer Science and Physics",1,1,"PHYS08016","Physics 1A:  Foundations","57eb0383"
"F","Spain","Lithuania","SEU","EU/EEA fee rate","Computer Science and Physics",1,1,"PHYS08035","Mathematics for Physics 1","57eb0383"
"F","Spain","Lithuania","SEU","EU/EEA fee rate","Computer Science and Physics",1,1,"PHYS08036","Mathematics for Physics 2","57eb0383"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Geology with Professional Placement",1,1,"PHYS08016","Physics 1A:  Foundations","ea471cfd"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Geology with Professional Placement",1,1,"PHYS08035","Mathematics for Physics 1","ea471cfd"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Geology with Professional Placement",1,1,"PHYS08036","Mathematics for Physics 2","ea471cfd"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08016","Physics 1A:  Foundations","e3d1a883"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08035","Mathematics for Physics 1","e3d1a883"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08036","Mathematics for Physics 2","e3d1a883"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",1,1,"PHYS08016","Physics 1A:  Foundations","6a4f9efa"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",1,1,"PHYS08036","Mathematics for Physics 2","6a4f9efa"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",1,1,"PHYS08016","Physics 1A:  Foundations","f6119222"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08016","Physics 1A:  Foundations","31e480fa"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08035","Mathematics for Physics 1","31e480fa"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",1,1,"PHYS08036","Mathematics for Physics 2","31e480fa"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","3fa30a52"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","3fa30a52"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","3fa30a52"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08016","Physics 1A:  Foundations","b603fece"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08035","Mathematics for Physics 1","b603fece"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",1,1,"PHYS08036","Mathematics for Physics 2","b603fece"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Artificial Intelligence and Computer Science",1,1,"PHYS08016","Physics 1A:  Foundations","2f90897b"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",1,1,"PHYS08016","Physics 1A:  Foundations","8c0cbd49"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",1,1,"PHYS08016","Physics 1A:  Foundations","9a536419"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Computer Science",1,1,"PHYS08016","Physics 1A:  Foundations","40f854a8"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics with Year Abroad",1,1,"PHYS08016","Physics 1A:  Foundations","81ea16f5"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics with Year Abroad",1,1,"PHYS08035","Mathematics for Physics 1","81ea16f5"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics with Year Abroad",1,1,"PHYS08036","Mathematics for Physics 2","81ea16f5"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Physics",1,1,"PHYS08016","Physics 1A:  Foundations","9ebd8dff"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Physics",1,1,"PHYS08035","Mathematics for Physics 1","9ebd8dff"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Physics",1,1,"PHYS08036","Mathematics for Physics 2","9ebd8dff"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",1,1,"PHYS08016","Physics 1A:  Foundations","558ee976"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",1,1,"PHYS08016","Physics 1A:  Foundations","83e131b3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",1,1,"PHYS08035","Mathematics for Physics 1","83e131b3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",1,1,"PHYS08036","Mathematics for Physics 2","83e131b3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",1,1,"PHYS08016","Physics 1A:  Foundations","fe993954"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",1,1,"PHYS08036","Mathematics for Physics 2","fe993954"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",1,1,"PHYS08035","Mathematics for Physics 1","e3eebb25"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",1,1,"PHYS08016","Physics 1A:  Foundations","fb070209"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",1,1,"PHYS08035","Mathematics for Physics 1","fb070209"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",1,1,"PHYS08036","Mathematics for Physics 2","fb070209"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",1,1,"PHYS08035","Mathematics for Physics 1","97cefece"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Physics and Music",1,1,"PHYS08016","Physics 1A:  Foundations","6b45620a"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Physics and Music",1,1,"PHYS08035","Mathematics for Physics 1","6b45620a"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Physics and Music",1,1,"PHYS08036","Mathematics for Physics 2","6b45620a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Geology",1,1,"PHYS08016","Physics 1A:  Foundations","77dd15a7"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Geophysics and Geology",1,1,"PHYS08035","Mathematics for Physics 1","77dd15a7"
